transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_lof
ENST00000287908.3	STEAP2	7	89854396	89861938	1473	4	1.92880875977796e-05	4.54225109677958e-06	1.1905774062e-05	2.840062439e-06
ENST00000451682.1	ARPC1B	7	98983337	98992112	1119	9	2.73653940163813e-05	8.63265952538126e-06	1.6923416306e-05	1.809318185e-06
ENST00000324972.6	DYNC1I1	7	95434041	95726905	1938	16	3.31831288732483e-05	8.64452882474833e-06	2.0713824024e-05	3.8247760245e-06
ENST00000265634.3	NPTX2	7	98246773	98257941	1296	5	8.99008519820753e-06	3.1660020810428e-06	5.43850517702724e-06	3.85577940137484e-07
ENST00000222982.4	CYP3A5	7	99245927	99277519	1509	13	2.00947808437188e-05	5.18936106696883e-06	1.2895259061e-05	2.01016071575e-06
ENST00000297203.2	C7orf62	7	88423494	88424256	762	1	1.02995551743305e-05	2.72743118258049e-06	6.60920482400001e-06	9.6291916775e-07
ENST00000394468.2	HEPACAM2	7	92818579	92855759	1389	10	1.79347110187812e-05	4.89372483203124e-06	1.1543608532e-05	1.49737765475e-06
ENST00000361125.1	SMURF1	7	98628206	98741403	2274	19	4.2431828751435e-05	1.2729031811685e-05	2.5356215181e-05	4.34658175875e-06
ENST00000350498.3	PDAP1	7	98994304	99006171	546	6	1.01570863158581e-05	2.56361452510807e-06	6.283405951e-06	1.31006583975e-06
ENST00000292401.4	AZGP1	7	99564625	99573643	897	4	1.48208139143207e-05	4.42093789407073e-06	9.21554675599999e-06	1.18432926425e-06
ENST00000360039.4	GAL3ST4	7	99757550	99764718	1461	3	2.58416220102698e-05	6.26068057576978e-06	1.6691321906e-05	2.8896195285e-06
ENST00000416283.2	PHTF2	7	77469572	77584195	2256	18	2.30805640429751e-05	5.4475207784193e-06	1.45701961323757e-05	3.06284713218007e-06
ENST00000265362.4	SEMA3A	7	83590686	83823902	2316	17	3.48223380763111e-05	8.30969550956108e-06	2.1846240731e-05	4.66640183575e-06
ENST00000341942.5	LAMTOR4	7	99746595	99751587	300	4	3.83672295328734e-06	1.01860855637813e-06	2.3350197851604e-06	4.83094611748811e-07
ENST00000356239.3	AKAP9	7	91570413	91739473	11724	50	0.000142963259759941	3.31925526899433e-05	8.82330594419977e-05	2.1537647628e-05
ENST00000426455.1	STAG3	7	99778179	99811638	3678	33	5.85700642025844e-05	1.54480514145843e-05	3.70588191450001e-05	6.06319364300001e-06
ENST00000359558.2	CALCR	7	93055667	93125243	1527	14	2.3210303627201e-05	5.92102955495096e-06	1.4612497033e-05	2.67677703925e-06
ENST00000303887.5	MCM7	7	99690554	99698917	2160	15	4.08069391652571e-05	9.99574558225706e-06	2.7082841768e-05	3.728351815e-06
ENST00000292377.2	GPC2	7	99767852	99774822	1740	10	1.36661151459566e-05	3.98666854807658e-06	8.68867090387376e-06	9.90775694006269e-07
ENST00000398027.2	ZCWPW1	7	99998636	100018272	1947	16	2.66564257824773e-05	6.77123989422732e-06	1.6464443548e-05	3.42074234025e-06
ENST00000394170.2	ZKSCAN5	7	99103667	99129872	2520	6	3.70005318225344e-05	9.46535677728459e-06	2.40842063879998e-05	3.45096865725e-06
ENST00000336374.2	CYP3A7	7	99303122	99332716	1512	13	2.02759924888205e-05	4.99763504707046e-06	1.3216819513e-05	2.06153792875e-06
ENST00000394905.2	CCL26	7	75399010	75401494	285	3	1.38200334268898e-06	3.06435555978215e-07	8.43571893654993e-07	2.31995893055772e-07
ENST00000437822.2	TAF6	7	99704868	99717369	2145	15	4.00022059389784e-05	1.22429164579784e-05	2.4681147139e-05	3.078142342e-06
ENST00000333891.9	PCLO	7	82387890	82791908	15429	25	0.000200689327782773	5.0929482769772e-05	0.000128963175786001	2.0796669227e-05
ENST00000433078.1	TMEM243	7	86825951	86848819	357	4	5.67774830853475e-06	1.62189157853474e-06	3.31063871600001e-06	7.45218014e-07
ENST00000222381.3	PON1	7	94928255	94953787	1068	9	1.42531146181948e-05	4.00997210369477e-06	8.60306773500002e-06	1.6400747795e-06
ENST00000394857.3	ZP3	7	76054281	76071373	1275	8	2.07075946356197e-05	6.07172346836975e-06	1.3303156348e-05	1.33271481925e-06
ENST00000284136.6	SEMA3D	7	84628755	84751207	2334	17	3.28468001197591e-05	7.73144935650918e-06	2.03676835679999e-05	4.74766719525e-06
ENST00000416379.2	TMEM130	7	98445678	98467484	1308	8	2.43935056469106e-05	7.8857879994106e-06	1.5036852668e-05	1.4708649795e-06
ENST00000450689.2	KIAA1324L	7	86509786	86688829	3090	22	1.94272998230543e-05	5.29562969108284e-06	1.23975626575875e-05	1.73410747438392e-06
ENST00000287934.2	FZD1	7	90894195	90896139	1944	1	5.36890376393e-05	1.88394189928e-05	3.2368733187e-05	2.4808854595e-06
ENST00000336926.6	HIP1	7	75167492	75368238	3114	31	5.37370124805175e-05	1.50221318950174e-05	3.28844424570001e-05	5.8304381285e-06
ENST00000248600.1	STYXL1	7	75625785	75659841	942	8	1.46139970481095e-05	3.85398842260953e-06	9.55178236200001e-06	1.2082262635e-06
ENST00000297273.4	CASD1	7	94139396	94185070	2394	18	3.24393821432152e-05	8.02447268321526e-06	2.09084233109999e-05	3.506486149e-06
ENST00000355947.2	TRIM4	7	99489785	99517024	1503	7	2.82706321047622e-05	8.12744790026218e-06	1.7583902759e-05	2.5592814455e-06
ENST00000265742.3	ANKIB1	7	91924292	92028263	3270	19	4.51602573970299e-05	1.04120975847801e-05	2.95257216059998e-05	5.22243820625001e-06
ENST00000198536.2	PILRA	7	99971279	99997530	912	7	1.45972022141883e-05	3.86793534093828e-06	9.17653378399999e-06	1.55273308925e-06
ENST00000333190.4	ZNF804B	7	88389290	88966346	4050	4	4.92804191055057e-05	1.3093985845256e-05	3.18286752869997e-05	4.35775797325001e-06
ENST00000325885.5	ASB4	7	95115283	95167071	1281	5	2.04142395182408e-05	6.10070753274086e-06	1.26498284119999e-05	1.6637035735e-06
ENST00000222598.4	DLX5	7	96650047	96653935	870	3	2.02667093294876e-05	7.48566235348756e-06	1.1602450451e-05	1.178596525e-06
ENST00000336411.2	CYP3A4	7	99355755	99381704	1512	13	1.93780740874357e-05	4.8016431004357e-06	1.2531757026e-05	2.044673961e-06
ENST00000297293.5	LMTK2	7	97736489	97834804	4512	14	8.32829322480639e-05	2.83901062118138e-05	5.01034083810001e-05	4.78941765525002e-06
ENST00000248633.4	PEX1	7	92116770	92157749	3852	24	5.27040745342024e-05	1.29580870844524e-05	3.2999787055e-05	6.74620039475001e-06
ENST00000427939.2	FBXO24	7	100187263	100198522	1857	10	3.24342100046027e-05	8.8774199878527e-06	2.0978452291e-05	2.57833772575e-06
ENST00000379958.2	SAMD9	7	92730640	92735410	4770	1	5.71934410190858e-05	1.40691396355859e-05	3.73613709929999e-05	5.7629303905e-06
ENST00000416240.2	SLC25A13	7	95750502	95951268	2031	18	3.04011187681074e-05	7.62024977060748e-06	1.88669038689999e-05	3.9139651285e-06
ENST00000433360.1	PPP1R9A	7	94539425	94919615	4125	19	4.29882657077933e-05	1.08621217877935e-05	2.69709990429998e-05	5.15514487700001e-06
ENST00000257663.3	TMEM60	7	77423288	77423690	402	1	5.04718530491566e-06	1.26369561916565e-06	3.19891642300001e-06	5.8457326275e-07
ENST00000307630.3	YWHAG	7	75958893	75988125	744	2	1.82306988796956e-05	6.20224536544563e-06	1.0635212589e-05	1.39324092525e-06
ENST00000389297.4	C7orf63	7	89874738	89939552	2826	23	3.75161897965495e-05	9.52622464154959e-06	2.34931829759999e-05	4.496782179e-06
ENST00000424881.1	ZNF655	7	99158182	99171207	1581	3	9.13727647066375e-06	2.28743633441375e-06	5.773319924e-06	1.07652021225e-06
ENST00000257627.4	OCM2	7	97614269	97619416	330	4	4.18578123593578e-06	1.34111864741244e-06	2.55472716209771e-06	2.89935426425638e-07
ENST00000413834.1	ATP5J2-PTCD1	7	99017589	99063764	2250	9	4.16184370813199e-05	1.28743518818199e-05	2.585765946e-05	2.8864257395e-06
ENST00000351870.3	MTERF	7	91502907	91509397	1200	2	1.59571054154539e-05	3.54478267995394e-06	1.0479266479e-05	1.9330562565e-06
ENST00000300176.4	AGFG2	7	100136969	100162614	1446	12	2.73947252850942e-05	8.81430642309421e-06	1.720687135e-05	1.373547512e-06
ENST00000394703.5	DMTF1	7	86794257	86824456	2283	16	3.12619198648841e-05	7.68638004863418e-06	1.97911087619999e-05	3.78443105425001e-06
ENST00000292476.5	CPSF4	7	99036705	99054123	810	8	1.64391100868646e-05	5.0820724928646e-06	1.004642512e-05	1.310612474e-06
ENST00000445716.1	FAM133B	7	92191595	92219605	744	11	4.12034785268204e-06	8.24007845008016e-07	2.53183379723304e-06	7.64506210440986e-07
ENST00000445866.2	SGCE	7	94214810	94285410	1389	12	2.10123775963812e-05	5.18595274688119e-06	1.3185325487e-05	2.6410993625e-06
ENST00000436886.2	GATS	7	99821240	99869606	492	4	1.03334430571723e-05	3.40020583192228e-06	6.13725357e-06	7.9598365525e-07
ENST00000223061.5	PCOLCE	7	100200079	100205726	1350	9	2.86488656274357e-05	9.08420240268571e-06	1.7648910005e-05	1.91575321975e-06
ENST00000005260.8	BAIAP2L1	7	97922832	98030164	1536	14	2.93663314005637e-05	9.1537350203137e-06	1.7467550988e-05	2.74504539225e-06
ENST00000292450.4	ZSCAN21	7	99654629	99662240	1422	3	2.16849118481629e-05	5.94885356616301e-06	1.36576923519999e-05	2.07836593e-06
ENST00000175506.4	ASNS	7	97481570	97498468	1686	11	2.44465667163559e-05	6.112621116106e-06	1.58529923629999e-05	2.48095323725e-06
ENST00000265724.3	ABCB1	7	87133558	87229500	3843	27	5.34452433431749e-05	1.27960497429252e-05	3.47175843829997e-05	5.93160921725e-06
ENST00000300181.2	TSC22D4	7	100064581	100075661	1188	4	7.34916156283509e-06	2.24662025858476e-06	4.76514585533895e-06	3.3739544891137e-07
ENST00000265728.1	DBF4	7	87506047	87537478	2025	12	2.3463923415544e-05	5.84278506854414e-06	1.45424738459999e-05	3.078664501e-06
ENST00000003100.8	CYP51A1	7	91742978	91763678	1530	10	2.18343765696338e-05	5.40944009988379e-06	1.4534828486e-05	1.89010798375e-06
ENST00000356860.3	CACNA2D1	7	81579707	82072775	3276	39	4.69329866574405e-05	1.21950827579405e-05	2.8130675447e-05	6.6072284525e-06
ENST00000315758.5	MDH2	7	75677478	75695728	1017	9	1.98986993904119e-05	6.42934501016195e-06	1.2412192147e-05	1.05716223325e-06
ENST00000461988.1	POR	7	75583310	75615799	2043	15	1.65799212416868e-05	5.38955603190252e-06	1.00066289972642e-05	1.1837362125201e-06
ENST00000310842.4	POMZP3	7	76240781	76255381	564	5	8.34538189879536e-06	2.35296666279535e-06	5.27579766200001e-06	7.16617574e-07
ENST00000319273.5	TAC1	7	97361924	97369232	390	6	5.51337903841547e-06	1.44873434941547e-06	3.540400712e-06	5.24243977e-07
ENST00000359863.4	TRRAP	7	98478773	98609978	11580	71	0.000216443479307472	6.3069634657475e-05	0.000135707106939997	1.76667377099999e-05
ENST00000419147.2	CROT	7	86978384	87027960	1923	17	2.60716713168546e-05	5.65642306160468e-06	1.58353272479999e-05	4.57992100725e-06
ENST00000287957.3	GATAD1	7	92077043	92085876	810	5	3.82950589549708e-06	1.27542337989526e-06	2.34127679474967e-06	2.1280572085214e-07
ENST00000265734.4	CDK6	7	92244453	92462637	981	7	1.97633214243508e-05	5.84972275160076e-06	1.2157034951e-05	1.75656372175e-06
ENST00000332375.3	C7orf61	7	100054374	100061648	621	3	1.16635563189178e-05	3.13932163816785e-06	7.080632985e-06	1.44360169575e-06
ENST00000265627.5	PON3	7	94989284	95025662	1065	9	1.44946841465947e-05	3.96417148834464e-06	9.30548064100003e-06	1.22503201725e-06
ENST00000416943.1	CCL24	7	75441113	75443033	360	3	4.92970228554536e-06	1.32005092554536e-06	3.057589979e-06	5.52061381e-07
ENST00000222572.3	PON2	7	95034641	95064263	1065	9	1.43083016929621e-05	3.97880316971208e-06	9.19117380500002e-06	1.13832471825e-06
ENST00000449309.1	FAM200A	7	99144308	99146030	1722	1	7.89483645266049e-06	2.07332308498237e-06	5.10764002949243e-06	7.1387333818569e-07
ENST00000334955.8	RSBN1L	7	77325786	77408485	2541	8	4.21108530552761e-05	1.22160032547762e-05	2.61511395819999e-05	3.7437102185e-06
ENST00000303915.6	ZNF3	7	99668765	99674980	1341	4	1.91257614496407e-05	5.3035687593907e-06	1.2150718129e-05	1.67147456125e-06
ENST00000610247.1	PILRB	7	99955925	99965000	684	4	3.62126832774262e-06	1.01458648626294e-06	2.28022461348638e-06	3.26457227993299e-07
ENST00000265361.3	SEMA3C	7	80374209	80546097	2256	17	3.34471869977462e-05	8.08734320549623e-06	2.154062287e-05	3.81922092225e-06
ENST00000398291.3	GNAT3	7	80087986	80141242	1065	8	7.02050854616977e-06	1.72878889935458e-06	4.37231070396888e-06	9.19408942846304e-07
ENST00000535571.1	CLDN12	7	90041990	90042725	735	1	1.06756550681805e-05	2.97980634918045e-06	6.84169579100001e-06	8.54152928e-07
ENST00000297205.2	STEAP1	7	89789102	89794048	1020	4	1.20940149608685e-05	3.10513823161849e-06	7.59668521300002e-06	1.39219151625e-06
ENST00000248553.6	HSPB1	7	75932029	75933490	618	3	4.54051893364257e-06	1.47220007185139e-06	2.86578616062776e-06	2.02532701163424e-07
ENST00000432641.2	ACN9	7	96747035	96810527	378	2	7.80167242518797e-06	2.23874970793797e-06	4.896421661e-06	6.6650105625e-07
ENST00000312891.2	GJC3	7	99521167	99527243	840	2	1.35729989263608e-05	3.54400921186077e-06	9.04694565199999e-06	9.820440625e-07
ENST00000222390.5	HGF	7	81331896	81399287	2187	18	3.42613241209527e-05	7.26102312520267e-06	2.0884305229e-05	6.11599576675e-06
ENST00000248572.5	GNGT1	7	93536058	93540230	225	2	3.08091052294837e-06	7.94885608198372e-07	1.793241354e-06	4.9278356075e-07
ENST00000310512.2	MEPCE	7	100027641	100031177	2070	4	4.23155780163195e-05	1.22250637463585e-05	2.67282658278059e-05	3.3622484421551e-06
ENST00000310300.6	LRCH4	7	100172729	100183723	2052	18	4.32623897041131e-05	1.26601226570225e-05	2.74392941165847e-05	3.16297293050584e-06
ENST00000222382.5	CYP3A43	7	99425738	99463624	1515	13	1.88807493775519e-05	4.74563937305192e-06	1.1798056512e-05	2.3370534925e-06
ENST00000222543.5	TFPI2	7	93516131	93519990	708	5	1.31794969506e-05	3.74099426935004e-06	8.64415183799999e-06	7.9435084325e-07
ENST00000493463.2	ERVW-1	7	92098078	92099695	1617	1	2.22815800348185e-05	5.25957382658582e-06	1.48027205055511e-05	2.21928570268158e-06
ENST00000248594.6	PTPN12	7	77166863	77268597	2343	18	3.00488459028952e-05	7.11143080989526e-06	1.90311691039999e-05	3.906245989e-06
ENST00000447648.2	TECPR1	7	97846701	97875458	3498	24	5.44453266707409e-05	1.74851378042038e-05	3.26587111310313e-05	4.30147773550584e-06
ENST00000275732.5	GIGYF1	7	100279341	100285861	3108	24	6.63092911404434e-05	1.86293002379432e-05	4.08229261990002e-05	6.8570647035e-06
ENST00000393232.1	NRF1	7	129297191	129395021	1512	10	2.70473244800474e-05	7.79455585879754e-06	1.71964400649999e-05	2.05632855625e-06
ENST00000451085.1	LRRN3	7	110762828	110764955	2127	1	2.59503054036008e-05	6.5698863471009e-06	1.70255346489999e-05	2.3548844075e-06
ENST00000249284.2	TAS2R16	7	122634812	122635688	876	1	1.05183139663569e-05	2.7501272401069e-06	6.98726577900002e-06	7.8092094725e-07
ENST00000300303.2	NAT16	7	100815359	100818088	1110	3	1.71264347081845e-05	5.71561680705191e-06	1.06085964336809e-05	8.02221467451686e-07
ENST00000297788.4	CCDC136	7	128432465	128457913	3465	17	2.20597229421845e-05	5.86470318429438e-06	1.40628873277128e-05	2.13213243017727e-06
ENST00000325888.8	FLNC	7	128470691	128498577	8178	48	0.000176182755612268	5.59167371037717e-05	0.000111002696963996	9.26332154449999e-06
ENST00000480462.1	FAM71F2	7	128312451	128323213	930	5	1.34478159115689e-05	3.96252451481886e-06	8.278383048e-06	1.20690834875e-06
ENST00000306085.6	TRIM56	7	100730593	100732861	2268	1	4.05196435020171e-05	1.22532742767943e-05	2.6298425951365e-05	1.96794327385787e-06
ENST00000397764.3	LINC00998	7	112757453	112757633	180	1	9.15559229648775e-07	2.41100077637966e-07	5.27695593163856e-07	1.46763558846952e-07
ENST00000393950.2	MOSPD3	7	100210414	100212806	708	5	1.42537342049431e-05	4.00393248454355e-06	9.00215971449069e-06	1.24764200590888e-06
ENST00000223114.4	MOGAT3	7	100839226	100844135	1026	7	1.93864011910828e-05	5.94144859333282e-06	1.2207337552e-05	1.23761504575e-06
ENST00000361183.3	CAPZA2	7	116502665	116557921	861	10	1.16552567242408e-05	2.71326061999078e-06	7.50028929500002e-06	1.44170680925e-06
ENST00000340112.2	RNF133	7	122337841	122338972	1131	1	1.46206948063895e-05	3.36617698738957e-06	9.71550989799997e-06	1.539007921e-06
ENST00000297431.4	ORC5	7	103767294	103848352	1308	14	1.75229971327468e-05	4.66914539474685e-06	1.1107688424e-05	1.746163314e-06
ENST00000337619.5	AP1S1	7	100797795	100803847	477	5	3.67416280710313e-06	9.33367230254886e-07	2.27804068006917e-06	4.62754896779075e-07
ENST00000379119.2	BCAP29	7	107221217	107259050	1047	8	1.24885261877028e-05	3.12238564145278e-06	8.11936552000002e-06	1.24677502625e-06
ENST00000249389.2	OPN1SW	7	128412593	128415844	1047	5	1.81293242514554e-05	5.12075900195541e-06	1.1912314666e-05	1.0962505835e-06
ENST00000265441.3	WNT2	7	116918208	116963043	1083	5	1.90485214552928e-05	5.09060785204282e-06	1.2170763288e-05	1.78715031525e-06
ENST00000011473.2	SYPL1	7	105732250	105752975	780	6	1.13698360551777e-05	3.10951089667772e-06	7.22988097400001e-06	1.0304441845e-06
ENST00000308868.4	LEP	7	127892071	127894816	504	2	7.05989326795161e-06	2.1123232237016e-06	4.36960424400001e-06	5.7796580025e-07
ENST00000321407.2	GCC1	7	127222067	127225236	2328	2	3.6888906732552e-05	9.60766236630206e-06	2.41577016439999e-05	3.12354272225e-06
ENST00000356387.2	ORAI2	7	102079403	102087499	765	2	1.65520729608868e-05	5.13059556313681e-06	1.080850777e-05	6.1296962775e-07
ENST00000292566.3	ALKBH4	7	102097840	102105283	909	3	1.83375971413051e-05	5.54349465708027e-06	1.20087052530826e-05	7.8539723114224e-07
ENST00000265224.4	ANKRD7	7	117864884	117880015	765	6	1.12433422358311e-05	2.92915684108105e-06	6.98864588700001e-06	1.32553950775e-06
ENST00000393651.3	SRPK2	7	104758284	105029253	2100	16	3.36129979874219e-05	8.8000045464219e-06	2.0702312737e-05	4.110680704e-06
ENST00000449022.2	CADPS2	7	121960218	122526391	3891	30	5.95789182573765e-05	1.55058305978765e-05	3.7154439635e-05	6.91864802449999e-06
ENST00000401528.1	CLDN15	7	100875690	100880862	687	5	1.46902849642909e-05	5.08462200456761e-06	8.66408511885428e-06	9.41577840869001e-07
ENST00000360264.3	CUX1	7	101459310	101892322	4551	24	0.000100374418794076	3.27094204593255e-05	6.05371770550005e-05	7.12782127975001e-06
ENST00000422087.1	PNPLA8	7	108112844	108155935	2349	9	3.0139683754245e-05	6.9188759554951e-06	1.95919506429999e-05	3.62885715575e-06
ENST00000403825.3	IFRD1	7	112090743	112115574	1356	12	2.0401253213425e-05	5.12989022417514e-06	1.32367037379999e-05	2.03465925125e-06
ENST00000428762.1	RELN	7	103113258	103629803	10383	65	0.000158202752395265	4.17508947282658e-05	9.91250222669989e-05	1.73268354e-05
ENST00000462322.2	SMKR1	7	129142665	129152282	198	2	8.96167153104981e-07	2.74768596508354e-07	5.2038174773022e-07	1.01016808866407e-07
ENST00000440859.3	CBLL1	7	107384608	107399623	1476	6	2.13481112462321e-05	4.66389366223211e-06	1.3858847154e-05	2.82537043e-06
ENST00000379007.2	C7orf66	7	108524063	108524589	348	2	4.16993255939176e-06	8.62248208391763e-07	2.970653583e-06	3.37030768e-07
ENST00000223127.3	PLOD3	7	100849561	100860555	2217	19	4.98208378542053e-05	1.49585241192051e-05	3.06969337410002e-05	4.165379994e-06
ENST00000000233.5	ARF5	7	127228552	127231353	543	6	1.08415819589242e-05	3.08386426442415e-06	7.01335618500002e-06	7.443615095e-07
ENST00000249344.2	STRIP2	7	129074313	129125670	2505	21	3.97507838322753e-05	1.04523263612754e-05	2.51530914239999e-05	4.14536604700001e-06
ENST00000304402.4	GPR22	7	107114505	107115807	1302	1	1.68523291395468e-05	3.65893599704678e-06	1.0525685826e-05	2.6677073165e-06
ENST00000312814.6	TMEM168	7	112407251	112424880	2094	4	2.7334240466673e-05	6.9569947879231e-06	1.84947108109999e-05	1.88253486775e-06
ENST00000249269.4	PMPCB	7	102937906	102952718	1470	13	2.24753017936076e-05	5.23201705185771e-06	1.45369547849999e-05	2.70632995675e-06
ENST00000265715.3	SLC26A4	7	107302086	107355891	2343	20	3.58113107929933e-05	1.04777463964934e-05	2.24830092659999e-05	2.8505551305e-06
ENST00000379028.3	NRCAM	7	107790354	107880508	3915	30	5.7049137676195e-05	1.5469174840445e-05	3.571298546e-05	5.86697737575e-06
ENST00000265717.4	PRKAR2B	7	106685352	106800027	1257	11	2.31235632669249e-05	7.16186018642504e-06	1.40804280699999e-05	1.8812750105e-06
ENST00000205402.5	DLD	7	107531695	107559704	1530	14	2.00760326423195e-05	4.96148549031952e-06	1.2704626764e-05	2.409920388e-06
ENST00000265825.5	FSCN3	7	127233907	127240453	1497	6	2.60720292144531e-05	6.21770374995307e-06	1.6682254435e-05	3.1720710295e-06
ENST00000003084.6	CFTR	7	117120148	117307162	4443	27	5.92281495942424e-05	1.46941912029926e-05	3.73362313349998e-05	7.19772705624999e-06
ENST00000302913.4	ACHE	7	100488578	100491853	1854	4	4.1124650243017e-05	1.2572898388274e-05	2.54197823024126e-05	3.13196955233031e-06
ENST00000265388.5	TNPO3	7	128597308	128694824	2772	22	4.41481300049632e-05	1.05241129964634e-05	2.75971238559998e-05	6.0268931525e-06
ENST00000347433.4	SRRT	7	100473211	100486170	2631	19	5.530577653795e-05	1.50564837257e-05	3.6149022564e-05	4.10027024825e-06
ENST00000413034.2	FAM185A	7	102389654	102448849	1179	8	6.46691482763747e-06	1.90680321884935e-06	4.01484818088021e-06	5.45263427907912e-07
ENST00000262432.8	METTL2B	7	128116819	128141970	1137	9	1.86669657668522e-05	4.95625324135216e-06	1.1435380901e-05	2.2753316245e-06
